"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.5%","28.3%","49.6%","11.5%","(X)","3.1%","4.8%","30.5%","21.0%","11.6%","19.4%","9.5%","92.1%","28.9%","(X)","93.1%","35.0%","(X)","92.1%","35.5%","(X)","93.1%","27.1%","(X)","89.7%","22.6%","","(X)","93.2%","29.2%","(X)","94.1%","29.7%","(X)","85.5%","19.7%","(X)","86.8%","12.9%","(X)","78.5%","42.4%","(X)","67.8%","10.4%","(X)","52.3%","10.1%","(X)","89.9%","24.7%","(X)","62.7%","13.2%","","20.2%","10.1%","7.8%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","167,374","20,686","53,201","77,372","16,115","1,021,693","32,926","54,399","330,875","213,202","107,609","189,790","92,892","(X)","(X)","199,914","184,793","61,292","190,331","172,711","57,647","397,812","368,215","102,006","233,636","208,649","61,737","","943,428","873,493","264,005","910,610","851,652","259,745","29,080","24,486","5,277","2,955","2,546","562","24,099","19,557","9,826","1,398","771","104","11,852","5,650","1,058","8,881","7,865","1,850","46,375","28,411","5,232","","(X)","(X)","(X)","(X)","","46,291","31,383","39,361","45,247","62,120","77,024"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.4%","31.8%","46.2%","9.6%","(X)","3.2%","5.3%","32.4%","20.9%","10.5%","18.6%","9.1%","91.5%","27.7%","(X)","92.4%","30.7%","(X)","90.7%","30.3%","(X)","92.6%","25.6%","(X)","89.3%","26.4%","","(X)","92.6%","28.0%","(X)","93.5%","28.5%","(X)","84.2%","18.1%","(X)","86.2%","19.0%","(X)","81.2%","40.8%","(X)","55.2%","7.4%","(X)","47.7%","8.9%","(X)","88.6%","20.8%","(X)","61.3%","11.3%","","17.0%","7.8%","5.8%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","154,078","13,114","37,920","82,192","20,852","1,072,216","32,652","45,628","308,355","227,314","135,129","216,840","106,298","(X)","(X)","192,873","181,078","76,316","184,142","172,164","75,112","404,213","378,607","114,990","290,988","262,087","56,720","","992,505","930,002","301,195","963,207","910,963","296,263","28,115","24,410","5,981","2,825","2,469","185","25,463","19,360","11,168","1,535","1,217","200","10,029","5,803","1,161","11,744","10,675","3,248","42,186","27,137","6,415","","(X)","(X)","(X)","(X)","","31,980","20,661","24,034","29,804","42,106","60,376"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.5%","24.6%","53.3%","13.5%","(X)","3.0%","4.3%","28.8%","21.2%","12.6%","20.2%","9.9%","92.7%","30.1%","(X)","93.9%","39.6%","(X)","93.5%","40.8%","(X)","93.7%","28.4%","(X)","90.1%","19.5%","","(X)","93.7%","30.3%","(X)","94.6%","30.8%","(X)","86.8%","21.3%","(X)","87.4%","6.5%","(X)","76.0%","43.9%","(X)","79.3%","13.0%","(X)","57.9%","11.6%","(X)","90.9%","27.7%","(X)","64.3%","15.2%","","23.9%","12.4%","9.5%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","296,020","35,316","86,136","143,072","31,496","1,904,528","66,505","104,758","490,769","432,206","167,548","403,542","239,200","(X)","(X)","384,111","351,293","137,173","354,624","320,622","135,650","718,342","659,012","238,083","447,451","402,338","131,836","","1,653,177","1,525,758","576,892","1,532,432","1,444,238","559,434","101,011","87,418","20,245","14,062","12,505","2,831","57,486","49,796","28,896","N","N","N","39,777","22,906","4,091","37,263","33,325","9,697","169,377","112,203","22,800","","(X)","(X)","(X)","(X)","","38,513","26,056","30,111","34,570","49,257","61,088"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.9%","29.1%","48.3%","10.6%","(X)","3.5%","5.5%","25.8%","22.7%","8.8%","21.2%","12.6%","91.0%","33.7%","(X)","91.5%","35.7%","(X)","90.4%","38.3%","(X)","91.7%","33.1%","(X)","89.9%","29.5%","","(X)","92.3%","34.9%","(X)","94.2%","36.5%","(X)","86.5%","20.0%","(X)","88.9%","20.1%","(X)","86.6%","50.3%","(X)","N","N","(X)","57.6%","10.3%","(X)","89.4%","26.0%","(X)","66.2%","13.5%","","20.5%","12.2%","9.1%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","153,925","20,828","49,935","70,871","12,291","932,690","35,258","55,807","250,641","211,004","72,097","193,207","114,676","(X)","(X)","199,505","180,935","63,796","178,240","158,827","61,206","355,096","321,959","114,053","199,849","179,904","68,828","","802,896","736,181","275,038","742,905","697,070","266,215","52,218","43,934","9,281","6,813","6,193","1,163","28,297","24,722","15,168","N","N","N","22,102","12,558","2,029","19,473","17,146","5,204","86,994","55,646","11,918","","(X)","(X)","(X)","(X)","","45,105","30,650","36,249","41,623","61,614","76,106"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.5%","32.4%","46.0%","8.0%","(X)","3.8%","6.0%","26.9%","22.6%","7.7%","20.7%","12.3%","90.2%","33.0%","(X)","90.7%","32.0%","(X)","89.1%","34.3%","(X)","90.7%","32.1%","(X)","90.0%","34.4%","","(X)","91.7%","34.3%","(X)","93.8%","35.8%","(X)","84.1%","17.8%","(X)","90.9%","17.1%","(X)","87.4%","53.6%","(X)","N","N","(X)","56.8%","9.2%","(X)","88.1%","26.7%","(X)","64.0%","13.7%","","15.9%","10.3%","7.2%","3.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","142,095","14,488","36,201","72,201","19,205","971,838","31,247","48,951","240,128","221,202","95,451","210,335","124,524","(X)","(X)","184,606","170,358","73,377","176,384","161,795","74,444","363,246","337,053","124,030","247,602","222,434","63,008","","850,281","789,577","301,854","789,527","747,168","293,219","48,793","43,484","10,964","7,249","6,312","1,668","29,189","25,074","13,728","N","N","N","17,675","10,348","2,062","17,790","16,179","4,493","82,383","56,557","10,882","","(X)","(X)","(X)","(X)","","31,224","17,453","22,326","28,439","40,632","51,581"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.2%","25.5%","50.8%","13.5%","(X)","3.2%","5.0%","24.7%","22.8%","9.8%","21.6%","12.8%","91.7%","34.5%","(X)","92.3%","39.7%","(X)","91.7%","42.2%","(X)","92.8%","34.1%","(X)","89.8%","25.4%","","(X)","92.9%","35.5%","(X)","94.6%","37.1%","(X)","89.1%","22.5%","(X)","87.1%","23.0%","(X)","85.9%","47.0%","(X)","N","N","(X)","58.5%","11.7%","(X)","90.9%","25.3%","(X)","68.7%","13.2%","","25.7%","14.0%","10.8%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","420,632","48,730","158,218","176,417","37,267","3,018,953","164,235","248,251","997,060","644,270","241,585","423,916","299,636","(X)","(X)","573,771","527,981","160,364","555,670","494,974","157,542","1,180,464","1,023,952","268,781","709,048","559,560","136,865","","2,690,118","2,322,680","646,883","2,637,733","2,282,144","634,745","224,307","198,499","42,622","5,941","4,987","834","40,370","34,117","19,598","N","N","N","21,560","13,805","3,980","34,300","30,154","9,419","76,434","56,071","16,229","","(X)","(X)","(X)","(X)","","35,714","21,842","30,002","32,483","46,881","56,704"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.6%","37.6%","41.9%","8.9%","(X)","5.4%","8.2%","33.0%","21.3%","8.0%","14.0%","9.9%","86.3%","24.0%","(X)","92.0%","27.9%","(X)","89.1%","28.4%","(X)","86.7%","22.8%","(X)","78.9%","19.3%","","(X)","86.3%","24.0%","(X)","86.5%","24.1%","(X)","88.5%","19.0%","(X)","83.9%","14.0%","(X)","84.5%","48.5%","(X)","N","N","(X)","64.0%","18.5%","(X)","87.9%","27.5%","(X)","73.4%","21.2%","","32.6%","16.7%","12.3%","4.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","218,819","27,504","93,765","82,528","15,022","1,452,947","85,926","132,170","510,675","298,263","94,440","203,082","128,391","(X)","(X)","288,764","262,115","68,935","275,716","242,391","67,857","575,547","486,849","122,939","312,920","243,496","71,742","","1,295,808","1,100,007","298,471","1,267,282","1,078,466","291,858","105,150","92,324","16,880","2,873","2,502","234","17,837","15,866","9,612","N","N","N","13,206","8,478","2,054","16,672","14,273","4,222","43,254","30,935","8,147","","(X)","(X)","(X)","(X)","","41,422","26,882","35,189","42,850","57,029","68,540"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.6%","42.9%","37.7%","6.9%","(X)","5.9%","9.1%","35.1%","20.5%","6.5%","14.0%","8.8%","85.0%","22.8%","(X)","90.8%","23.9%","(X)","87.9%","24.6%","(X)","84.6%","21.4%","(X)","77.8%","22.9%","","(X)","84.9%","23.0%","(X)","85.1%","23.0%","(X)","87.8%","16.1%","(X)","87.1%","8.1%","(X)","88.9%","53.9%","(X)","N","N","(X)","64.2%","15.6%","(X)","85.6%","25.3%","(X)","71.5%","18.8%","","30.0%","14.6%","8.5%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","201,813","21,226","64,453","93,889","22,245","1,566,006","78,309","116,081","486,385","346,007","147,145","220,834","171,245","(X)","(X)","285,007","265,866","91,429","279,954","252,583","89,685","604,917","537,103","145,842","396,128","316,064","65,123","","1,394,310","1,222,673","348,412","1,370,451","1,203,678","342,887","119,157","106,175","25,742","3,068","2,485","600","22,533","18,251","9,986","N","N","N","8,354","5,327","1,926","17,628","15,881","5,197","33,180","25,136","8,082","","(X)","(X)","(X)","(X)","","30,092","16,239","22,642","26,985","40,623","52,292"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.5%","31.9%","46.5%","11.0%","(X)","5.0%","7.4%","31.1%","22.1%","9.4%","14.1%","10.9%","87.6%","25.0%","(X)","93.3%","32.1%","(X)","90.2%","32.0%","(X)","88.8%","24.1%","(X)","79.8%","16.4%","","(X)","87.7%","25.0%","(X)","87.8%","25.0%","(X)","89.1%","21.6%","(X)","81.0%","19.6%","(X)","81.0%","44.3%","(X)","N","N","(X)","63.8%","23.1%","(X)","90.1%","29.5%","(X)","75.8%","24.4%","","35.5%","18.8%","15.2%","5.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","454,814","81,544","148,185","189,398","35,687","3,120,277","152,771","311,048","1,061,526","666,998","185,409","482,439","260,086","(X)","(X)","654,476","574,164","171,313","588,273","509,383","163,449","1,181,417","1,008,377","261,416","696,111","564,534","146,347","","2,038,970","1,805,227","566,598","1,948,052","1,737,717","549,538","935,496","741,500","136,452","15,118","10,855","1,760","55,217","43,206","23,529","N","N","N","42,327","26,279","5,276","32,342","28,757","8,792","140,423","97,154","21,970","","(X)","(X)","(X)","(X)","","35,479","21,789","28,026","32,157","48,795","58,960"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","17.9%","32.6%","41.6%","7.8%","(X)","4.9%","10.0%","34.0%","21.4%","5.9%","15.5%","8.3%","85.1%","23.8%","(X)","87.7%","26.2%","(X)","86.6%","27.8%","(X)","85.4%","22.1%","(X)","81.1%","21.0%","","(X)","88.5%","27.8%","(X)","89.2%","28.2%","(X)","79.3%","14.6%","(X)","71.8%","11.6%","(X)","78.2%","42.6%","(X)","N","N","(X)","62.1%","12.5%","(X)","88.9%","27.2%","(X)","69.2%","15.6%","","34.2%","17.1%","13.4%","4.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","233,232","49,266","82,918","87,441","13,607","1,486,544","81,791","165,577","528,014","311,150","75,731","211,189","113,092","(X)","(X)","321,361","275,909","69,054","291,627","243,539","68,728","569,812","473,469","111,954","303,744","246,259","74,545","","989,212","861,750","259,885","941,365","827,604","252,051","425,367","323,874","46,097","7,724","5,559","585","25,412","21,257","11,470","N","N","N","23,430","13,475","2,537","15,225","13,087","3,679","75,388","49,906","10,740","","(X)","(X)","(X)","(X)","","45,232","27,599","37,723","43,564","62,405","76,579"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","21.1%","35.6%","37.5%","5.8%","(X)","5.5%","11.1%","35.5%","20.9%","5.1%","14.2%","7.6%","83.4%","21.8%","(X)","85.9%","21.5%","(X)","83.5%","23.6%","(X)","83.1%","19.6%","(X)","81.1%","24.5%","","(X)","87.1%","26.3%","(X)","87.9%","26.8%","(X)","76.1%","10.8%","(X)","72.0%","7.6%","(X)","83.6%","45.1%","(X)","N","N","(X)","57.5%","10.8%","(X)","86.0%","24.2%","(X)","66.2%","14.2%","","28.2%","13.6%","9.1%","4.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","221,582","32,278","65,267","101,957","22,080","1,633,733","70,980","145,471","533,512","355,848","109,678","271,250","146,994","(X)","(X)","333,115","298,255","102,259","296,646","265,844","94,721","611,605","534,908","149,462","392,367","318,275","71,802","","1,049,758","943,477","306,713","1,006,687","910,113","297,487","510,129","417,626","90,355","7,394","5,296","1,175","29,805","21,949","12,059","N","N","N","18,897","12,804","2,739","17,117","15,670","5,113","65,035","47,248","11,230","","(X)","(X)","(X)","(X)","","28,107","15,318","21,420","25,973","41,401","51,282"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.6%","29.5%","46.0%","10.0%","(X)","4.3%","8.9%","32.7%","21.8%","6.7%","16.6%","9.0%","86.8%","25.6%","(X)","89.5%","30.7%","(X)","89.6%","31.9%","(X)","87.5%","24.4%","(X)","81.1%","18.3%","","(X)","89.9%","29.2%","(X)","90.4%","29.6%","(X)","81.9%","17.7%","(X)","71.6%","15.9%","(X)","73.6%","40.5%","(X)","N","N","(X)","67.8%","14.5%","(X)","91.5%","29.9%","(X)","72.7%","17.3%","","40.6%","20.5%","16.9%","5.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","109,965","12,671","36,781","49,653","10,860","971,740","25,574","49,213","300,716","184,416","100,214","193,860","117,747","(X)","(X)","158,713","150,514","55,355","151,118","143,039","53,269","395,168","368,648","120,252","266,741","234,752","82,731","","932,606","863,825","300,450","924,847","857,035","297,672","8,870","7,199","2,111","5,796","4,506","862","9,790","8,207","4,419","N","N","N","N","N","N","12,904","11,625","3,410","10,628","9,313","3,343","","(X)","(X)","(X)","(X)","","36,494","23,092","28,193","34,563","44,118","58,537"
