"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","208,265","26,094","57,596","103,180","21,395","1,554,570","80,955","125,175","474,248","340,804","156,896","219,122","157,370","(X)","(X)","281,793","258,311","87,359","278,409","255,170","88,449","610,252","536,264","140,614","384,116","298,695","60,070","","1,385,371","1,203,577","340,994","1,363,999","1,187,366","335,546","117,138","101,807","18,573","4,594","3,947","393","22,932","19,632","11,060","N","N","N","8,904","5,502","1,634","15,089","13,506","3,570","31,868","23,510","7,723","","(X)","(X)","(X)","(X)","","29,276","16,040","21,418","26,484","40,790","50,911"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.5%","27.7%","49.5%","10.3%","(X)","5.2%","8.1%","30.5%","21.9%","10.1%","14.1%","10.1%","86.7%","24.2%","(X)","91.7%","31.0%","(X)","91.7%","31.8%","(X)","87.9%","23.0%","(X)","77.8%","15.6%","","(X)","86.9%","24.6%","(X)","87.1%","24.6%","(X)","86.9%","15.9%","(X)","85.9%","8.6%","(X)","85.6%","48.2%","(X)","N","N","(X)","61.8%","18.4%","(X)","89.5%","23.7%","(X)","73.8%","24.2%","","36.9%","19.8%","16.4%","4.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","449,365","78,458","159,445","178,185","33,277","3,115,020","160,929","325,509","1,059,273","654,115","187,288","473,299","254,607","(X)","(X)","671,108","575,726","176,919","583,366","505,826","147,943","1,186,367","1,009,910","260,302","674,179","537,120","142,742","","2,037,772","1,788,681","554,107","1,950,539","1,720,971","536,219","930,771","729,113","137,417","16,132","11,462","1,427","53,602","43,251","23,125","N","N","N","40,816","25,349","3,433","35,295","30,371","8,318","136,193","98,749","22,421","","(X)","(X)","(X)","(X)","","35,035","20,766","27,996","32,309","46,163","57,210"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","17.5%","35.5%","39.7%","7.4%","(X)","5.2%","10.4%","34.0%","21.0%","6.0%","15.2%","8.2%","84.4%","23.4%","(X)","85.8%","26.4%","(X)","86.7%","25.4%","(X)","85.1%","21.9%","(X)","79.7%","21.2%","","(X)","87.8%","27.2%","(X)","88.2%","27.5%","(X)","78.3%","14.8%","(X)","71.1%","8.8%","(X)","80.7%","43.1%","(X)","N","N","(X)","62.1%","8.4%","(X)","86.0%","23.6%","(X)","72.5%","16.5%","","33.8%","17.9%","13.0%","5.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","227,878","49,177","87,890","76,173","14,638","1,491,265","93,155","175,550","518,497","304,429","71,099","213,787","114,748","(X)","(X)","334,473","276,921","76,652","286,326","239,323","60,848","575,998","473,063","117,883","294,468","233,253","73,152","","988,383","852,324","263,643","945,469","820,573","255,160","428,340","315,504","45,933","7,609","5,051","737","26,158","21,467","12,380","N","N","N","24,233","14,628","1,774","16,306","13,486","4,024","71,900","49,539","10,440","","(X)","(X)","(X)","(X)","","42,421","26,885","37,903","45,225","57,045","79,208"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","21.6%","38.6%","33.4%","6.4%","(X)","6.2%","11.8%","34.8%","20.4%","4.8%","14.3%","7.7%","82.0%","22.0%","(X)","82.8%","22.9%","(X)","83.6%","21.3%","(X)","82.1%","20.5%","(X)","79.2%","24.8%","","(X)","86.2%","26.7%","(X)","86.8%","27.0%","(X)","73.7%","10.7%","(X)","66.4%","9.7%","(X)","82.1%","47.3%","(X)","N","N","(X)","60.4%","7.3%","(X)","82.7%","24.7%","(X)","68.9%","14.5%","","27.6%","13.9%","8.9%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","221,487","29,281","71,555","102,012","18,639","1,623,755","67,774","149,959","540,776","349,686","116,189","259,512","139,859","(X)","(X)","336,635","298,805","100,267","297,040","266,503","87,095","610,369","536,847","142,419","379,711","303,867","69,590","","1,049,389","936,357","290,464","1,005,070","900,398","281,059","502,431","413,609","91,484","8,523","6,411","690","27,444","21,784","10,745","N","N","N","16,583","10,721","1,659","18,989","16,885","4,294","64,293","49,210","11,981","","(X)","(X)","(X)","(X)","","27,314","13,241","20,744","26,523","40,210","50,398"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.2%","32.3%","46.1%","8.4%","(X)","4.2%","9.2%","33.3%","21.5%","7.2%","16.0%","8.6%","86.6%","24.6%","(X)","88.8%","29.8%","(X)","89.7%","29.3%","(X)","88.0%","23.3%","(X)","80.0%","18.3%","","(X)","89.2%","27.7%","(X)","89.6%","28.0%","(X)","82.3%","18.2%","(X)","75.2%","8.1%","(X)","79.4%","39.2%","(X)","N","N","(X)","64.7%","10.0%","(X)","88.9%","22.6%","(X)","76.5%","18.6%","","41.0%","21.7%","16.2%","5.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","109,959","12,784","35,260","49,887","12,028","966,569","25,640","48,498","318,369","187,940","94,984","181,434","109,704","(X)","(X)","157,452","148,982","53,600","151,647","144,190","51,566","400,818","373,289","113,736","256,652","225,970","72,236","","926,882","858,185","280,657","919,544","851,880","278,469","8,256","6,565","1,600","5,069","4,472","446","12,254","10,655","5,163","N","N","N","1,558","1,492","605","12,336","10,861","2,667","11,366","10,105","3,149","","(X)","(X)","(X)","(X)","","35,585","19,634","27,934","33,302","43,559","56,855"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.6%","32.1%","45.4%","10.9%","(X)","2.7%","5.0%","32.9%","19.4%","9.8%","18.8%","11.3%","92.3%","30.1%","(X)","94.6%","34.0%","(X)","95.1%","34.0%","(X)","93.1%","28.4%","(X)","88.0%","28.1%","","(X)","92.6%","30.3%","(X)","92.6%","30.3%","(X)","79.5%","19.4%","(X)","88.2%","8.8%","(X)","87.0%","42.1%","(X)","N","N","(X)","95.8%","38.8%","(X)","88.0%","21.6%","(X)","88.9%","27.7%","","25.7%","14.9%","8.8%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","56,783","7,781","18,757","24,412","5,833","463,729","13,993","28,083","164,040","90,345","39,451","78,669","49,148","(X)","(X)","78,332","72,936","21,482","74,490","69,487","20,869","194,484","176,698","48,699","116,423","102,532","36,767","","445,222","405,823","123,887","442,003","403,061","122,697","5,323","4,641","661","2,561","2,278","132","4,535","3,833","1,938","N","N","N","515","508","205","5,555","4,552","994","5,220","4,630","1,432","","(X)","(X)","(X)","(X)","","41,129","21,359","32,149","41,576","55,685","70,193"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.7%","33.0%","43.0%","10.3%","(X)","3.0%","6.1%","35.4%","19.5%","8.5%","17.0%","10.6%","90.9%","27.6%","(X)","93.1%","27.4%","(X)","93.3%","28.0%","(X)","90.9%","25.0%","(X)","88.1%","31.6%","","(X)","91.2%","27.8%","(X)","91.2%","27.8%","(X)","87.2%","12.4%","(X)","88.9%","5.2%","(X)","84.5%","42.7%","(X)","N","N","(X)","98.6%","39.8%","(X)","81.9%","17.9%","(X)","88.7%","27.4%","","24.1%","12.1%","6.6%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","53,176","5,003","16,503","25,475","6,195","502,840","11,647","20,415","154,329","97,595","55,533","102,765","60,556","(X)","(X)","79,120","76,046","32,118","77,157","74,703","30,697","206,334","196,591","65,037","140,229","123,438","35,469","","481,660","452,362","156,770","477,541","448,819","155,772","2,933","1,924","939","2,508","2,194","314","7,719","6,822","3,225","N","N","N","1,043","984","400","6,781","6,309","1,673","6,146","5,475","1,717","","(X)","(X)","(X)","(X)","","30,574","15,511","22,727","28,681","37,579","51,023"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.4%","31.0%","47.9%","11.6%","(X)","2.3%","4.1%","30.7%","19.4%","11.0%","20.4%","12.0%","93.6%","32.5%","(X)","96.1%","40.6%","(X)","96.8%","39.8%","(X)","95.3%","31.5%","(X)","88.0%","25.3%","","(X)","93.9%","32.5%","(X)","94.0%","32.6%","(X)","65.6%","32.0%","(X)","87.5%","12.5%","(X)","88.4%","41.8%","(X)","N","N","(X)","94.3%","38.4%","(X)","93.0%","24.7%","(X)","89.1%","27.9%","","27.9%","17.8%","10.6%","4.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","547,787","63,879","161,256","244,984","77,668","4,122,508","166,606","240,623","1,046,470","779,195","268,485","860,491","760,638","(X)","(X)","832,284","762,848","345,164","765,502","693,129","343,257","1,648,274","1,505,082","634,753","876,448","754,220","297,955","","2,436,346","2,241,241","1,047,742","2,262,748","2,115,234","1,000,349","1,191,325","1,076,324","351,846","10,474","8,290","2,753","268,482","243,136","167,890","N","N","N","135,656","73,245","17,185","78,290","71,340","33,109","329,396","213,662","69,000","","(X)","(X)","(X)","(X)","","48,147","26,170","32,982","41,813","61,049","82,479"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.7%","29.4%","44.7%","14.2%","(X)","4.0%","5.8%","25.4%","18.9%","6.5%","20.9%","18.5%","90.1%","39.3%","(X)","91.7%","41.5%","(X)","90.5%","44.8%","(X)","91.3%","38.5%","(X)","86.1%","34.0%","","(X)","92.0%","43.0%","(X)","93.5%","44.2%","(X)","90.3%","29.5%","(X)","79.1%","26.3%","(X)","90.6%","62.5%","(X)","N","N","(X)","54.0%","12.7%","(X)","91.1%","42.3%","(X)","64.9%","20.9%","","19.8%","11.6%","7.2%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","278,725","38,259","91,030","119,462","29,974","1,949,460","87,994","126,767","508,352","354,587","113,063","401,255","357,442","(X)","(X)","411,881","369,694","153,127","372,686","331,097","150,583","786,581","705,256","300,096","378,312","328,652","154,891","","1,176,978","1,074,104","506,264","1,089,365","1,013,468","484,041","534,365","475,660","147,831","4,978","3,632","743","123,522","113,974","82,104","N","N","N","73,057","34,683","7,465","35,675","31,870","13,941","171,135","102,458","31,250","","(X)","(X)","(X)","(X)","","54,302","30,473","38,836","51,072","72,559","100,562"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.7%","32.7%","42.9%","10.8%","(X)","4.5%","6.5%","26.1%","18.2%","5.8%","20.6%","18.3%","89.0%","38.9%","(X)","89.8%","37.2%","(X)","88.8%","40.4%","(X)","89.7%","38.2%","(X)","86.9%","40.9%","","(X)","91.3%","43.0%","(X)","93.0%","44.4%","(X)","89.0%","27.7%","(X)","73.0%","14.9%","(X)","92.3%","66.5%","(X)","N","N","(X)","47.5%","10.2%","(X)","89.3%","39.1%","(X)","59.9%","18.3%","","17.0%","9.6%","5.8%","2.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","269,062","25,620","70,226","125,522","47,694","2,173,048","78,612","113,856","538,118","424,608","155,422","459,236","403,196","(X)","(X)","420,403","393,154","192,037","392,816","362,032","192,674","861,693","799,826","334,657","498,136","425,568","143,064","","1,259,368","1,167,137","541,478","1,173,383","1,101,766","516,308","656,960","600,664","204,015","5,496","4,658","2,010","144,960","129,162","85,786","N","N","N","62,599","38,562","9,720","42,615","39,470","19,168","158,261","111,204","37,750","","(X)","(X)","(X)","(X)","","41,551","20,177","29,055","36,822","52,129","70,887"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.5%","26.1%","46.7%","17.7%","(X)","3.6%","5.2%","24.8%","19.5%","7.2%","21.1%","18.6%","91.1%","39.7%","(X)","93.5%","45.7%","(X)","92.2%","49.0%","(X)","92.8%","38.8%","(X)","85.4%","28.7%","","(X)","92.7%","43.0%","(X)","93.9%","44.0%","(X)","91.4%","31.1%","(X)","84.8%","36.6%","(X)","89.1%","59.2%","(X)","N","N","(X)","61.6%","15.5%","(X)","92.6%","45.0%","(X)","70.3%","23.9%","","22.8%","13.5%","8.2%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","705,317","77,062","190,893","313,223","124,139","4,727,515","212,315","240,370","1,156,496","734,632","363,356","1,124,295","896,051","(X)","(X)","950,957","883,574","488,184","826,713","763,260","406,819","1,875,420","1,712,418","759,372","1,074,425","915,578","365,971","","3,842,201","3,555,656","1,714,049","3,608,559","3,388,337","1,661,268","316,115","268,826","78,968","8,700","7,104","1,957","294,451","250,531","174,202","N","N","N","169,839","116,951","21,006","93,924","73,684","29,192","430,798","298,422","77,358","","(X)","(X)","(X)","(X)","","48,220","25,717","35,003","40,706","60,503","76,972"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.9%","27.1%","44.4%","17.6%","(X)","4.5%","5.1%","24.5%","15.5%","7.7%","23.8%","19.0%","90.4%","42.7%","(X)","92.9%","51.3%","(X)","92.3%","49.2%","(X)","91.3%","40.5%","(X)","85.2%","34.1%","","(X)","92.5%","44.6%","(X)","93.9%","46.0%","(X)","85.0%","25.0%","(X)","81.7%","22.5%","(X)","85.1%","59.2%","(X)","N","N","(X)","68.9%","12.4%","(X)","78.5%","31.1%","(X)","69.3%","18.0%","","23.8%","11.6%","8.5%","4.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","350,661","44,327","105,510","150,161","50,663","2,250,613","102,885","127,076","585,782","346,269","142,418","532,330","413,853","(X)","(X)","476,052","435,678","221,845","404,122","367,773","185,053","907,003","820,094","354,521","463,436","397,107","184,764","","1,826,435","1,675,368","800,466","1,717,331","1,600,460","777,129","148,721","126,664","36,621","4,456","3,478","633","139,023","120,102","85,518","N","N","N","83,628","57,244","9,346","47,414","36,964","13,036","209,103","141,014","33,970","","(X)","(X)","(X)","(X)","","55,452","30,583","41,487","49,775","71,788","97,814"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.6%","30.1%","42.8%","14.4%","(X)","4.6%","5.6%","26.0%","15.4%","6.3%","23.7%","18.4%","89.8%","42.0%","(X)","91.5%","46.6%","(X)","91.0%","45.8%","(X)","90.4%","39.1%","(X)","85.7%","39.9%","","(X)","91.7%","43.8%","(X)","93.2%","45.3%","(X)","85.2%","24.6%","(X)","78.1%","14.2%","(X)","86.4%","61.5%","(X)","N","N","(X)","68.5%","11.2%","(X)","78.0%","27.5%","(X)","67.4%","16.2%","","18.8%","9.3%","6.9%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","354,656","32,735","85,383","163,062","73,476","2,476,902","109,430","113,294","570,714","388,363","220,938","591,965","482,198","(X)","(X)","474,905","447,896","266,339","422,591","395,487","221,766","968,417","892,324","404,851","610,989","518,471","181,207","","2,015,766","1,880,288","913,583","1,891,228","1,787,877","884,139","167,394","142,162","42,347","4,244","3,626","1,324","155,428","130,429","88,684","N","N","N","86,211","59,707","11,660","46,510","36,720","16,156","221,695","157,408","43,388","","(X)","(X)","(X)","(X)","","40,741","20,302","26,953","34,659","50,855","65,944"
