"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","676,373","107,912","211,407","293,630","63,424","4,363,573","164,941","349,195","1,496,775","900,400","364,142","697,223","390,897","(X)","(X)","842,022","745,968","247,422","822,598","739,215","235,174","1,733,629","1,558,576","423,896","965,324","805,678","181,628","","3,784,180","3,371,245","955,101","3,652,170","3,288,581","938,194","364,442","311,392","61,557","10,357","8,889","1,877","80,312","69,272","48,238","1,442","1,385","632","72,520","44,245","6,954","50,320","43,009","13,761","214,180","134,491","25,580","","(X)","(X)","(X)","(X)","","35,368","21,431","30,137","32,335","46,884","60,699"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.0%","31.3%","43.4%","9.4%","(X)","3.8%","8.0%","34.3%","20.6%","8.3%","16.0%","9.0%","88.2%","24.9%","(X)","88.6%","29.4%","(X)","89.9%","28.6%","(X)","89.9%","24.5%","(X)","83.5%","18.8%","","(X)","89.1%","25.2%","(X)","90.0%","25.7%","(X)","85.4%","16.9%","(X)","85.8%","18.1%","(X)","86.3%","60.1%","(X)","96.0%","43.8%","(X)","61.0%","9.6%","(X)","85.5%","27.3%","(X)","62.8%","11.9%","","25.0%","11.9%","10.0%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","344,413","62,122","117,441","137,353","27,497","2,104,205","87,174","171,218","747,772","425,311","156,923","330,742","185,065","(X)","(X)","420,387","367,512","109,415","411,598","366,765","101,047","850,634","755,876","208,626","421,586","355,660","96,719","","1,833,240","1,625,859","455,166","1,764,463","1,583,451","446,481","166,623","138,966","25,595","5,105","4,382","847","36,934","32,883","24,885","671","671","253","37,656","22,121","3,443","23,976","20,931","5,618","110,845","67,648","12,436","","(X)","(X)","(X)","(X)","","41,951","26,928","36,486","41,588","60,139","74,567"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","18.0%","34.1%","39.9%","8.0%","(X)","4.1%","8.1%","35.5%","20.2%","7.5%","15.7%","8.8%","87.7%","24.5%","(X)","87.4%","26.0%","(X)","89.1%","24.5%","(X)","88.9%","24.5%","(X)","84.4%","22.9%","","(X)","88.7%","24.8%","(X)","89.7%","25.3%","(X)","83.4%","15.4%","(X)","85.8%","16.6%","(X)","89.0%","67.4%","(X)","100.0%","37.7%","(X)","58.7%","9.1%","(X)","87.3%","23.4%","(X)","61.0%","11.2%","","20.5%","10.1%","7.2%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","331,960","45,790","93,966","156,277","35,927","2,259,368","77,767","177,977","749,003","475,089","207,219","366,481","205,832","(X)","(X)","421,635","378,456","138,007","411,000","372,450","134,127","882,995","802,700","215,270","543,738","450,018","84,909","","1,950,940","1,745,386","499,935","1,887,707","1,705,130","491,713","197,819","172,426","35,962","5,252","4,507","1,030","43,378","36,389","23,353","771","714","379","34,864","22,124","3,511","26,344","22,078","8,143","103,335","66,843","13,144","","(X)","(X)","(X)","(X)","","28,272","15,157","22,161","26,644","38,824","51,960"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.8%","28.3%","47.1%","10.8%","(X)","3.4%","7.9%","33.2%","21.0%","9.2%","16.2%","9.1%","88.7%","25.3%","(X)","89.8%","32.7%","(X)","90.6%","32.6%","(X)","90.9%","24.4%","(X)","82.8%","15.6%","","(X)","89.5%","25.6%","(X)","90.3%","26.0%","(X)","87.2%","18.2%","(X)","85.8%","19.6%","(X)","83.9%","53.8%","(X)","92.6%","49.2%","(X)","63.5%","10.1%","(X)","83.8%","30.9%","(X)","64.7%","12.7%","","29.3%","13.7%","12.4%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","320,642","34,913","83,647","170,254","31,828","2,074,504","66,506","105,159","664,912","444,608","236,728","377,035","179,556","(X)","(X)","392,752","365,952","131,643","368,059","339,906","123,606","812,541","754,516","202,439","501,152","442,465","98,903","","1,926,714","1,786,660","523,519","1,873,980","1,754,861","516,845","56,789","47,420","8,061","6,626","5,195","887","40,587","34,002","18,238","N","N","N","24,545","12,936","1,872","17,442","15,114","3,660","80,639","46,522","8,721","","(X)","(X)","(X)","(X)","","36,469","24,854","30,734","34,482","46,518","61,206"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.9%","26.1%","53.1%","9.9%","(X)","3.2%","5.1%","32.1%","21.4%","11.4%","18.2%","8.7%","91.7%","26.8%","(X)","93.2%","33.5%","(X)","92.4%","33.6%","(X)","92.9%","24.9%","(X)","88.3%","19.7%","","(X)","92.7%","27.2%","(X)","93.6%","27.6%","(X)","83.5%","14.2%","(X)","78.4%","13.4%","(X)","83.8%","44.9%","(X)","N","N","(X)","52.7%","7.6%","(X)","86.7%","21.0%","(X)","57.7%","10.8%","","22.2%","10.8%","8.2%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","165,524","21,093","47,408","84,026","12,997","1,011,619","34,198","57,307","342,907","212,014","103,257","173,517","88,419","(X)","(X)","198,783","183,939","57,344","186,199","170,580","56,017","405,193","371,785","94,763","221,444","193,810","53,812","","936,427","861,781","245,003","910,012","846,710","242,517","30,521","25,695","3,900","2,846","1,955","368","18,725","16,071","9,809","N","N","N","13,979","6,505","1,021","8,176","7,178","1,658","41,921","22,229","3,440","","(X)","(X)","(X)","(X)","","42,606","30,066","37,410","42,348","57,354","72,075"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.7%","28.6%","50.8%","7.9%","(X)","3.4%","5.7%","33.9%","21.0%","10.2%","17.2%","8.7%","91.0%","25.9%","(X)","92.5%","28.8%","(X)","91.6%","30.1%","(X)","91.8%","23.4%","(X)","87.5%","24.3%","","(X)","92.0%","26.2%","(X)","93.0%","26.6%","(X)","84.2%","12.8%","(X)","68.7%","12.9%","(X)","85.8%","52.4%","(X)","N","N","(X)","46.5%","7.3%","(X)","87.8%","20.3%","(X)","53.0%","8.2%","","18.7%","8.1%","6.5%","2.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","155,118","13,820","36,239","86,228","18,831","1,062,885","32,308","47,852","322,005","232,594","133,471","203,518","91,137","(X)","(X)","193,969","182,013","74,299","181,860","169,326","67,589","407,348","382,731","107,676","279,708","248,655","45,091","","990,287","924,879","278,516","963,968","908,151","274,328","26,268","21,725","4,161","3,780","3,240","519","21,862","17,931","8,429","N","N","N","10,566","6,431","851","9,266","7,936","2,002","38,718","24,293","5,281","","(X)","(X)","(X)","(X)","","29,520","18,061","22,033","27,131","37,581","52,452"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.9%","23.4%","55.6%","12.1%","(X)","3.0%","4.5%","30.3%","21.9%","12.6%","19.1%","8.6%","92.5%","27.7%","(X)","93.8%","38.3%","(X)","93.1%","37.2%","(X)","94.0%","26.4%","(X)","88.9%","16.1%","","(X)","93.4%","28.1%","(X)","94.2%","28.5%","(X)","82.7%","15.8%","(X)","85.7%","13.7%","(X)","82.0%","38.6%","(X)","N","N","(X)","60.9%","8.1%","(X)","85.6%","21.6%","(X)","62.7%","13.6%","","26.2%","13.7%","9.6%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","302,928","37,791","89,828","148,277","27,032","1,888,479","71,948","111,806","501,278","446,076","158,308","384,495","214,568","(X)","(X)","384,499","346,055","136,905","347,230","313,155","122,064","730,698","669,840","230,446","426,052","375,675","109,648","","1,647,260","1,509,854","540,943","1,532,073","1,436,236","525,185","102,880","88,915","19,831","15,907","12,478","3,017","50,816","42,864","23,313","N","N","N","38,419","21,387","3,291","32,105","28,427","8,307","163,205","102,172","20,800","","(X)","(X)","(X)","(X)","","36,727","23,174","28,715","33,462","46,436","59,574"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.5%","29.7%","48.9%","8.9%","(X)","3.8%","5.9%","26.5%","23.6%","8.4%","20.4%","11.4%","90.3%","31.7%","(X)","90.0%","35.6%","(X)","90.2%","35.2%","(X)","91.7%","31.5%","(X)","88.2%","25.7%","","(X)","91.7%","32.8%","(X)","93.7%","34.3%","(X)","86.4%","19.3%","(X)","78.4%","19.0%","(X)","84.4%","45.9%","(X)","N","N","(X)","55.7%","8.6%","(X)","88.5%","25.9%","(X)","62.6%","12.7%","","22.0%","12.8%","9.3%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","160,097","22,631","51,348","74,436","11,682","921,827","37,242","59,193","256,104","213,904","67,042","186,866","101,476","(X)","(X)","196,774","174,530","62,509","175,374","156,125","56,764","361,801","328,130","111,111","187,878","166,607","57,958","","802,219","729,916","259,582","742,809","693,361","251,516","51,957","44,409","10,269","7,879","6,307","1,358","23,931","20,543","11,693","N","N","N","19,645","10,077","1,565","15,440","13,641","3,587","83,659","50,204","10,355","","(X)","(X)","(X)","(X)","","43,792","28,124","35,217","41,584","59,825","76,850"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.1%","32.1%","46.5%","7.3%","(X)","4.0%","6.4%","27.8%","23.2%","7.3%","20.3%","11.0%","89.5%","31.3%","(X)","88.7%","31.8%","(X)","89.0%","32.4%","(X)","90.7%","30.7%","(X)","88.7%","30.8%","","(X)","91.0%","32.4%","(X)","93.3%","33.9%","(X)","85.5%","19.8%","(X)","80.0%","17.2%","(X)","85.8%","48.9%","(X)","N","N","(X)","51.3%","8.0%","(X)","88.3%","23.2%","(X)","60.0%","12.4%","","16.7%","11.7%","7.4%","3.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","142,831","15,160","38,480","73,841","15,350","966,652","34,706","52,613","245,174","232,172","91,266","197,629","113,092","(X)","(X)","187,725","171,525","74,396","171,856","157,030","65,300","368,897","341,710","119,335","238,174","209,068","51,690","","845,041","779,938","281,361","789,264","742,875","273,669","50,923","44,506","9,562","8,028","6,171","1,659","26,885","22,321","11,620","N","N","N","18,774","11,310","1,726","16,665","14,786","4,720","79,546","51,968","10,445","","(X)","(X)","(X)","(X)","","30,123","16,986","21,855","26,775","37,313","50,743"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.6%","26.9%","51.7%","10.7%","(X)","3.6%","5.4%","25.4%","24.0%","9.4%","20.4%","11.7%","91.0%","32.1%","(X)","91.4%","39.6%","(X)","91.4%","38.0%","(X)","92.6%","32.3%","(X)","87.8%","21.7%","","(X)","92.3%","33.3%","(X)","94.1%","34.7%","(X)","87.4%","18.8%","(X)","76.9%","20.7%","(X)","83.0%","43.2%","(X)","N","N","(X)","60.2%","9.2%","(X)","88.7%","28.3%","(X)","65.3%","13.1%","","27.8%","14.0%","11.0%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","425,719","60,373","148,269","185,156","31,921","2,988,790","183,951","260,013","1,002,541","611,050","235,061","406,865","289,309","(X)","(X)","561,502","508,192","154,242","563,472","500,163","153,497","1,189,688","1,022,517","263,036","674,128","513,954","125,399","","2,669,805","2,281,835","628,456","2,621,431","2,246,417","618,233","223,191","187,808","36,470","6,316","4,478","884","37,990","31,476","19,821","N","N","N","18,316","9,588","2,179","31,452","27,993","8,209","70,554","48,160","12,540","","(X)","(X)","(X)","(X)","","32,495","19,482","27,326","31,285","45,058","53,986"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.2%","34.8%","43.5%","7.5%","(X)","6.2%","8.7%","33.5%","20.4%","7.9%","13.6%","9.7%","85.1%","23.3%","(X)","90.5%","27.5%","(X)","88.8%","27.2%","(X)","85.9%","22.1%","(X)","76.2%","18.6%","","(X)","85.5%","23.5%","(X)","85.7%","23.6%","(X)","84.1%","16.3%","(X)","70.9%","14.0%","(X)","82.9%","52.2%","(X)","N","N","(X)","52.3%","11.9%","(X)","89.0%","26.1%","(X)","68.3%","17.8%","","33.5%","15.8%","12.7%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","218,474","36,773","84,471","82,564","14,666","1,439,832","95,517","136,009","511,496","289,476","89,633","190,172","127,529","(X)","(X)","279,772","248,748","65,220","282,754","247,339","65,724","581,547","487,862","120,793","295,759","224,357","65,964","","1,283,805","1,081,142","287,628","1,258,436","1,063,807","282,697","108,992","90,231","15,412","3,277","2,442","501","16,356","14,320","9,334","N","N","N","10,692","5,193","1,073","15,845","14,113","3,753","38,787","24,664","6,167","","(X)","(X)","(X)","(X)","","39,086","21,464","32,679","39,972","52,231","66,330"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.8%","38.7%","37.8%","6.7%","(X)","6.6%","9.4%","35.5%","20.1%","6.2%","13.2%","8.9%","83.9%","22.1%","(X)","88.9%","23.3%","(X)","87.5%","23.2%","(X)","83.9%","20.8%","(X)","75.9%","22.3%","","(X)","84.2%","22.4%","(X)","84.5%","22.5%","(X)","82.8%","14.1%","(X)","74.5%","15.3%","(X)","87.6%","57.1%","(X)","N","N","(X)","48.6%","10.0%","(X)","89.1%","23.7%","(X)","63.6%","15.9%","","31.0%","13.1%","9.0%","4.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","207,245","23,600","63,798","102,592","17,255","1,548,958","88,434","124,004","491,045","321,574","145,428","216,693","161,780","(X)","(X)","281,730","259,444","89,022","280,718","252,824","87,773","608,141","534,655","142,243","378,369","289,597","59,435","","1,386,000","1,200,693","340,828","1,362,995","1,182,610","335,536","114,199","97,577","21,058","3,039","2,036","383","21,634","17,156","10,487","N","N","N","7,624","4,395","1,106","15,607","13,880","4,456","31,767","23,496","6,373","","(X)","(X)","(X)","(X)","","27,461","15,185","21,511","25,453","38,970","50,465"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.4%","30.8%","49.5%","8.3%","(X)","5.7%","8.0%","31.7%","20.8%","9.4%","14.0%","10.4%","86.3%","24.4%","(X)","92.1%","31.6%","(X)","90.1%","31.3%","(X)","87.9%","23.4%","(X)","76.5%","15.7%","","(X)","86.6%","24.6%","(X)","86.8%","24.6%","(X)","85.4%","18.4%","(X)","67.0%","12.6%","(X)","79.3%","48.5%","(X)","N","N","(X)","57.6%","14.5%","(X)","88.9%","28.6%","(X)","74.0%","20.1%","","36.2%","18.4%","15.6%","5.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
