state,year,policy,category,direction,adoption_year,population_total,pollib_median,incomepcap,income,std_bowen1,std_bowen2,unified,duration,duration_sq,duration_cub,nbrs_lag,nbrs,lawrence,obergefell,std_init_use,evangelical_pop
West Virginia,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2016,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Michigan,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Montana,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
New Mexico,2017,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,1,,
North Dakota,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2017,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2017,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Michigan,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Montana,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
New Mexico,2018,0,Anti-bullying,P,2019,,,,,,,,,,,,,1,1,,
North Dakota,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2018,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2018,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Michigan,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Montana,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
New Mexico,2019,1,Anti-bullying,P,2019,,,,,,,,,,,,,1,1,,
North Dakota,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2019,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2019,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Michigan,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Montana,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2020,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2020,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Michigan,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Montana,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2021,0,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2021,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Florida,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Michigan,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Montana,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Texas,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Utah,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2022,1,Anti-bullying,M,2022,,,,,,,,,,,,,1,1,,
West Virginia,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2022,0,Anti-bullying,"",2022,,,,,,,,,,,,,1,1,,
Alabama,1987,0,Bathroom ban ,N,2022,,,,,,,,,,,,,1,1,,
Alaska,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Arizona,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
California,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Colorado,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Delaware,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Florida,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Georgia,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Idaho,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Illinois,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Indiana,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Iowa,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Kansas,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Maine,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Maryland,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Massachusetts,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Michigan,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Minnesota,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Missouri,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Montana,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Nevada,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New Jersey,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New Mexico,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New York,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Ohio,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,1987,0,Bathroom ban ,N,2022,,,,,,,,,,,,,1,1,,
Oregon,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
South Dakota,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,1987,0,Bathroom ban ,N,2021,,,,,,,,,,,,,1,1,,
Texas,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Utah,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Vermont,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Virginia,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Washington,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
West Virginia,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,1987,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Alabama,1988,0,Bathroom ban ,N,2022,,,,,,,,,,,,,1,1,,
Alaska,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Arizona,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
California,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Colorado,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Delaware,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Florida,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Georgia,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Idaho,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Illinois,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Indiana,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Iowa,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Kansas,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Maine,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Maryland,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Massachusetts,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Michigan,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Minnesota,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Missouri,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Montana,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Nevada,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New Jersey,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New Mexico,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New York,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Ohio,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,1988,0,Bathroom ban ,N,2022,,,,,,,,,,,,,1,1,,
Oregon,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
South Dakota,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,1988,0,Bathroom ban ,N,2021,,,,,,,,,,,,,1,1,,
Texas,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Utah,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Vermont,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Virginia,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Washington,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
West Virginia,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,1988,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Alabama,1989,0,Bathroom ban ,N,2022,,,,,,,,,,,,,1,1,,
Alaska,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Arizona,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
California,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Colorado,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Delaware,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Florida,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Georgia,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Idaho,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Illinois,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Indiana,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Iowa,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Kansas,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Maine,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Maryland,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Massachusetts,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Michigan,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Minnesota,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Mississippi,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Missouri,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Montana,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Nevada,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New Jersey,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New Mexico,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
New York,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Ohio,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,1989,0,Bathroom ban ,N,2022,,,,,,,,,,,,,1,1,,
Oregon,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
South Dakota,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,1989,0,Bathroom ban ,N,2021,,,,,,,,,,,,,1,1,,
Texas,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Utah,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Vermont,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Virginia,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Washington,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
West Virginia,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Wisconsin,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,1989,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Alabama,1990,0,Bathroom ban ,N,2022,,,,,,,,,,,,,1,1,,
Alaska,1990,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Arizona,1990,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,1990,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
California,1990,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Colorado,1990,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,1990,0,Bathroom ban ,"",2022,,,,,,,,,,,,,1,1,,
