"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Male","SEX AND AGE!!Female","SEX AND AGE!!Under 5 years","SEX AND AGE!!5 to 9 years","SEX AND AGE!!10 to 14 years","SEX AND AGE!!15 to 19 years","SEX AND AGE!!20 to 24 years","SEX AND AGE!!25 to 34 years","SEX AND AGE!!35 to 44 years","SEX AND AGE!!45 to 54 years","SEX AND AGE!!55 to 59 years","SEX AND AGE!!60 to 64 years","SEX AND AGE!!65 to 74 years","SEX AND AGE!!75 to 84 years","SEX AND AGE!!85 years and over","SEX AND AGE!!Median age (years)","SEX AND AGE!!18 years and over","SEX AND AGE!!21 years and over","SEX AND AGE!!62 years and over","SEX AND AGE!!65 years and over","SEX AND AGE!!18 years and over","SEX AND AGE!!Male","SEX AND AGE!!Female","SEX AND AGE!!65 years and over","SEX AND AGE!!Male","SEX AND AGE!!Female","RACE","RACE!!Total population","RACE!!One race","RACE!!Two or more races","RACE!!One race","RACE!!One race!!White","RACE!!One race!!Black or African American","RACE!!One race!!American Indian and Alaska Native","RACE!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!One race!!Asian","RACE!!One race!!Asian!!Asian Indian","RACE!!One race!!Asian!!Chinese","RACE!!One race!!Asian!!Filipino","RACE!!One race!!Asian!!Japanese","RACE!!One race!!Asian!!Korean","RACE!!One race!!Asian!!Vietnamese","RACE!!One race!!Asian!!Other Asian","RACE!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!One race!!Some other race","RACE!!Two or more races","RACE!!Two or more races!!White and Black or African American","RACE!!Two or more races!!White and American Indian and Alaska Native","RACE!!Two or more races!!White and Asian","RACE!!Two or more races!!Black or African American and American Indian and Alaska Native","RACE!!Race alone or in combination with one or more other races","RACE!!Race alone or in combination with one or more other races!!Total population","RACE!!White","RACE!!Black or African American","RACE!!American Indian and Alaska Native","RACE!!Asian","RACE!!Native Hawaiian and Other Pacific Islander","RACE!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","HISPANIC OR LATINO AND RACE!!Total housing units"
"    2011 - 2010 Statistical Significance","","c","*","*","","","","","","","*","*","","*","*","","","","","","*","*","*","","","*","","","","c","","","","*","*","","","","","","","","","","","","","*","*","","","","","","","*","","","","","c","*","*","","*","","","","c","","","*","","","","*","","","","*","","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","4,574,836","48.9%","51.1%","6.8%","6.7%","6.9%","7.0%","7.6%","13.8%","12.5%","14.0%","6.5%","5.8%","7.0%","4.0%","1.5%","35.9","75.5%","71.0%","16.0%","12.5%","3,455,588","48.1%","51.9%","571,296","42.5%","57.5%","","4,574,836","98.3%","1.7%","98.3%","62.8%","32.1%","0.6%","0.1%","0.0%","0.0%","0.0%","1.6%","0.2%","0.2%","0.2%","0.0%","0.1%","0.7%","0.2%","0.1%","N","N","N","N","1.0%","1.7%","0.6%","0.4%","0.2%","0.1%","","4,574,836","64.3%","33.0%","1.3%","1.9%","0.1%","1.3%","","4,574,836","4.3%","1.7%","0.3%","0.2%","2.1%","95.7%","60.0%","31.9%","0.6%","1.6%","0.1%","0.2%","1.4%","0.1%","1.3%","1,978,974"
"    2010 Estimate","","4,544,228","49.0%","51.0%","6.9%","6.9%","6.7%","7.1%","7.5%","13.7%","12.6%","14.3%","6.5%","5.4%","6.9%","3.9%","1.5%","35.9","75.4%","70.8%","15.4%","12.3%","3,426,176","48.3%","51.7%","559,589","42.5%","57.5%","","4,544,228","98.5%","1.5%","98.5%","62.8%","32.0%","0.6%","0.1%","0.0%","0.0%","0.0%","1.6%","0.2%","0.2%","0.1%","0.1%","0.1%","0.6%","0.3%","0.1%","0.0%","0.0%","0.0%","0.1%","1.3%","1.5%","0.5%","0.4%","0.2%","0.1%","","4,544,228","64.2%","32.8%","1.2%","1.8%","0.2%","1.5%","","4,544,228","4.3%","1.8%","0.2%","0.2%","2.0%","95.7%","60.3%","31.8%","0.5%","1.6%","0.1%","0.1%","1.3%","0.1%","1.2%","1,967,947"
"    2011 - 2010 Statistical Significance","","c","*","*","*","","","","","","","*","","*","*","","","","*","*","*","*","*","*","*","*","","","","c","","","","","","","","","","","","","","","","","","","","","","","","*","","","","","","","c","","*","","","","*","","c","*","","","","","*","*","","","","","","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","1,328,188","49.0%","51.0%","5.0%","5.7%","5.9%","6.5%","5.9%","10.9%","12.6%","16.2%","7.7%","7.3%","8.8%","5.3%","2.2%","43.2","79.6%","75.5%","20.8%","16.4%","1,057,866","48.3%","51.7%","217,308","44.2%","55.8%","","1,328,188","98.1%","1.9%","98.1%","95.2%","1.0%","0.6%","N","N","N","N","1.0%","0.1%","0.2%","0.2%","0.1%","0.1%","0.1%","0.2%","0.0%","N","N","N","N","0.2%","1.9%","0.4%","1.0%","0.3%","0.0%","","1,328,188","97.0%","1.5%","1.7%","1.4%","0.0%","0.3%","","1,328,188","1.3%","0.4%","0.4%","0.0%","0.5%","98.7%","94.3%","1.0%","0.6%","1.0%","0.0%","0.0%","1.8%","0.1%","1.7%","725,650"
"    2010 Estimate","","1,327,567","48.9%","51.1%","5.2%","5.6%","6.0%","6.5%","6.1%","10.9%","12.9%","16.3%","7.4%","7.1%","8.5%","5.3%","2.1%","42.7","79.4%","75.3%","20.0%","15.9%","1,053,916","48.2%","51.8%","210,842","43.9%","56.1%","","1,327,567","98.2%","1.8%","98.2%","95.3%","1.1%","0.5%","N","N","N","N","1.0%","0.1%","0.3%","0.1%","0.0%","0.1%","0.2%","0.1%","0.0%","N","N","N","N","0.2%","1.8%","0.3%","0.9%","0.3%","0.1%","","1,327,567","96.9%","1.6%","1.5%","1.4%","0.1%","0.3%","","1,327,567","1.2%","0.4%","0.3%","0.1%","0.5%","98.8%","94.5%","1.1%","0.5%","1.0%","0.0%","0.0%","1.6%","0.0%","1.6%","722,217"
"    2011 - 2010 Statistical Significance","","c","","","*","","","","","","*","*","","","*","","","*","*","","*","*","*","","","*","","","","c","","","","","","","","","","","","","","","","","*","","*","","","","","","","","","","","","c","","","*","","*","","","c","*","","*","*","","*","*","","","","*","*","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","5,828,289","48.4%","51.6%","6.2%","6.3%","6.5%","6.9%","6.8%","13.4%","13.4%","15.4%","6.6%","5.8%","6.9%","3.9%","1.8%","38.0","76.9%","72.7%","16.0%","12.6%","4,481,657","47.6%","52.4%","731,759","42.5%","57.5%","","5,828,289","97.4%","2.6%","97.4%","58.6%","29.6%","0.2%","0.0%","0.0%","0.0%","0.0%","5.7%","1.3%","1.3%","0.9%","0.1%","0.8%","0.4%","0.8%","0.0%","N","N","N","N","3.3%","2.6%","0.9%","0.3%","0.5%","0.2%","","5,828,289","60.7%","31.0%","0.8%","6.5%","0.1%","3.6%","","5,828,289","8.4%","1.4%","0.8%","0.2%","6.0%","91.6%","54.2%","29.1%","0.2%","5.6%","0.0%","0.2%","2.1%","0.1%","2.0%","2,391,508"
"    2010 Estimate","","5,785,982","48.4%","51.6%","6.3%","6.4%","6.5%","7.1%","6.8%","13.3%","13.7%","15.6%","6.5%","5.6%","6.7%","3.9%","1.7%","38.0","76.6%","72.4%","15.5%","12.3%","4,434,210","47.6%","52.4%","710,252","42.4%","57.6%","","5,785,982","97.2%","2.8%","97.2%","58.9%","29.4%","0.3%","N","N","N","N","5.5%","1.3%","1.3%","0.8%","0.1%","0.8%","0.4%","0.7%","0.0%","N","N","N","N","3.0%","2.8%","0.9%","0.3%","0.6%","0.2%","","5,785,982","61.1%","30.9%","1.0%","6.4%","0.1%","3.5%","","5,785,982","8.2%","1.4%","0.7%","0.2%","5.9%","91.8%","54.6%","29.0%","0.2%","5.5%","0.0%","0.2%","2.3%","0.1%","2.1%","2,380,605"
"    2011 - 2010 Statistical Significance","","c","","","*","","","*","","*","*","*","","*","*","","*","","*","*","*","*","*","","","*","","","","c","","","","*","*","","","","","","*","","","","","","","","","","","","","","","","","","","","c","*","*","*","","","","","c","*","","","","","*","*","","","*","","","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","6,587,536","48.4%","51.6%","5.5%","5.8%","6.1%","7.0%","7.2%","13.1%","13.2%","15.4%","6.9%","5.8%","7.2%","4.5%","2.3%","39.3","78.7%","73.8%","17.4%","14.0%","5,182,429","47.7%","52.3%","921,909","41.9%","58.1%","","6,587,536","97.4%","2.6%","97.4%","80.5%","6.8%","0.2%","0.0%","0.0%","0.0%","0.0%","5.6%","1.1%","2.0%","0.2%","0.1%","0.4%","0.8%","1.0%","0.0%","N","N","N","N","4.3%","2.6%","1.0%","0.3%","0.5%","0.0%","","6,587,536","82.7%","8.2%","0.6%","6.2%","0.1%","4.8%","","6,587,536","9.9%","0.5%","4.2%","0.1%","4.9%","90.1%","75.8%","6.2%","0.1%","5.5%","0.0%","0.7%","1.8%","0.3%","1.5%","2,819,028"
"    2010 Estimate","","6,557,254","48.3%","51.7%","5.6%","6.0%","6.1%","7.0%","7.3%","12.9%","13.5%","15.4%","6.4%","5.9%","7.0%","4.6%","2.2%","39.1","78.4%","73.7%","17.3%","13.8%","5,140,133","47.6%","52.4%","906,116","41.8%","58.2%","","6,557,254","97.2%","2.8%","97.2%","81.1%","6.8%","0.2%","N","N","N","N","5.4%","1.1%","1.9%","0.2%","0.1%","0.4%","0.7%","1.0%","0.0%","0.0%","0.0%","0.0%","0.0%","3.7%","2.8%","1.2%","0.3%","0.5%","0.1%","","6,557,254","83.5%","8.3%","0.7%","6.0%","0.1%","4.3%","","6,557,254","9.6%","0.7%","4.0%","0.2%","4.8%","90.4%","76.3%","6.3%","0.1%","5.4%","0.0%","0.6%","1.7%","0.2%","1.5%","2,808,727"
"    2011 - 2010 Statistical Significance","","c","","","*","*","","","*","*","*","*","*","","*","","","","*","","*","*","*","*","*","*","*","*","","c","","","","*","","","","","","","*","","","","","","","","","","","","","*","","","","","","","c","*","","","*","","*","","c","*","*","","","","*","*","","","*","","","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","9,876,187","49.1%","50.9%","5.9%","6.3%","6.7%","7.3%","7.1%","11.8%","12.6%","15.0%","7.1%","6.2%","7.5%","4.5%","2.0%","39.2","76.8%","72.1%","17.7%","14.1%","7,583,102","48.4%","51.6%","1,387,870","43.3%","56.7%","","9,876,187","97.4%","2.6%","97.4%","79.3%","14.1%","0.6%","0.0%","0.3%","0.0%","0.0%","2.5%","0.8%","0.5%","0.3%","0.1%","0.3%","0.2%","0.4%","0.0%","0.0%","0.0%","0.0%","0.0%","1.1%","2.6%","0.9%","0.6%","0.4%","0.2%","","9,876,187","81.5%","15.3%","1.5%","3.0%","0.1%","1.4%","","9,876,187","4.5%","3.3%","0.4%","0.1%","0.7%","95.5%","76.3%","13.9%","0.5%","2.4%","0.0%","0.1%","2.2%","0.1%","2.1%","4,525,654"
"    2010 Estimate","","9,877,574","49.1%","50.9%","6.0%","6.4%","6.9%","7.5%","6.7%","11.8%","12.9%","15.3%","6.9%","5.8%","7.4%","4.5%","1.9%","39.0","76.4%","71.6%","17.2%","13.8%","7,542,667","48.4%","51.6%","1,365,505","43.2%","56.8%","","9,877,574","97.6%","2.4%","97.6%","79.3%","14.0%","0.6%","0.0%","0.2%","0.0%","0.0%","2.4%","0.8%","0.4%","0.2%","0.1%","0.2%","0.2%","0.4%","0.0%","0.0%","0.0%","0.0%","0.0%","1.2%","2.4%","0.8%","0.5%","0.3%","0.1%","","9,877,574","81.4%","15.2%","1.4%","2.9%","0.1%","1.5%","","9,877,574","4.4%","3.3%","0.4%","0.1%","0.6%","95.6%","76.5%","13.9%","0.5%","2.4%","0.0%","0.1%","2.1%","0.1%","2.0%","4,531,231"
"    2011 - 2010 Statistical Significance","","c","","","*","","*","*","*","*","*","*","*","*","*","","","*","*","*","*","*","*","","","*","","","","c","","","","","","","","","","","","","","","","","","","","","","","","","","","*","*","","","c","","","","*","","*","","c","*","","","","","*","*","","","","","*","","*","*","*"
